ORDEN PLANEADO ,EXCLUIR CUENTA UNICA,EPICA,SDATOOL,FEATURE,DELIVERABLE,LINK JIRA,NOMBRE PROYECTO,DOMINIO,PROGRAMA,SPRINT (VP),TIER,PLAN(Portafolio),TAG (MP),TECNOLOGÍA,COMPLEJIDAD,GREMIO (DIRECCIÓN SYSTEM),DIRECCIÓN SYSTEM (4),PORTAFOLIO PLAN ASCENSO,PLAN MERCURIO,PLAN AREA REVIEW,COMITE (VP),DIRECCIÓN DE INGENIERIA,TIPOS DE MANTENIMIENTO,CATEGORIA DEL PROYECTO,TIPO (EMC-OTROS),EMC COMPROMETIDO,FECHA REPLANIFICACIÓN,FECHA REPLANIFICACIÓN 2,FECHA REPLANIFICACIÓN 3,MARCA REPLAN,MOTIVO REPLANIFICACIÓN,TIPO DE METODOLOGÍA,PROGRAM INCREMENT,TYPE OF DELIVERY,SERVICE OWNER,LIDER TECNICO,PROGRAM MANAGER,PO-OWNER,TECH MANAGER,ARQUITECTURA,CORPORATE SECURITY,TDM,TALENTO BBVA,TALENTO EXTERNO,RATIO STAFFING,"PRESUPUESTO
(PRESUPUESTADO) (Capex)","PRESUPUESTO
 (COMPROMETIDO)
(Capex)",PRESUPUESTO REALIZADO (Capex),PRESUPUESTO DISPONIBLE,PAYBACK,VALOR DE RETORNO,COMENTARIO SEGUIMIENTO,CREACION COMENTARIO,ACTUALIZACIÓN COMENTARIO,AVANCE REAL,AVANCE TEORICO,DESVIACIÓN,IMAGEN ESTADO,ESTADO,INDICADOR
498,PLANEADO,E2E-121785,37406,COLWSNORMA-6,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-6,DECRETO 830 DE 2021 - (PEP),Regulation & Internal Control,6.Normativos,,Tier 1,,,Sin Dato,Sin dato,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,RIC,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Enabler Delivery,carlos.barreto,alcibiades.rodriguez,,diegofernando.uribe,,,,,,,,,,,,,,"13/04/2022

	En Certificación. se recibieron observaciones de las pruebas por parte de usuario
	Se realiza ajuste en nacar el cual quedo en certificación y se realizaran nuevamente las pruebas para envío al usuario
	Bajo el MN-1784 se está tramitando la actualización del listado de cargos peps en Nacar el cual se pasa a certificación el día 13/04/2022

",13/04/2022,13/04/2022,,,,⬤,Test,1. A Tiempo
500,PLANEADO,E2E-15746,23176,COLWSNORMA-7,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-7,37411 - Ajustes formatos cambios normativos CE 030 de 2021,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,Ether,Alta,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,31/03/2022,,,▶,Cambio de prioridad Usuario,Waterfall,2022-Q2,Enabler Delivery,edwin.vargas,christian.diaz,,martaelena.gomez,,,,,,,,,,,,,,"
	Se replanifica según fechas dadas por PO Marta Goméz. En Construccion.
	Ajustes para los formatos Balance, 460 y 322: Se instaló 07/01/2022
	Ajustes del formato 531: En validación de pruebas unitarias por parte de Marta Goméz.

",24/03/2022,29/03/2022,,,,⬤,In Progress,2. Atrasado
502,PLANEADO,E2E-103624,36929,COLWSNORMA-74,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-74,CFS-1041 - HU-4 Aprovisionamiento valor base ICA real de la operación de acuerdo con los extractos de Adquirencias,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,,,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q3,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,martha.reyes,,,,,,,,,,,,,,"Se avanza en la fase de construccion, sin impacto.",25/03/2022,28/03/2022,,,,⬤,In Progress,1. A Tiempo
504,PLANEADO,E2E-103624,36929,COLWSNORMA-75,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-75,HU-13- Generacion del certificado de saldos e intereses correspondiente al año gravable 2021 se lleve a cabo en Nacar,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,,,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,martha.reyes,,,,,,,,,,,,,,En alistamiento para instalacion en produccion. Estimado de instalacion el 25/03/2022,25/03/2022,28/03/2022,,,,⬤,Test,1. A Tiempo
506,PLANEADO,E2E-103624,36929,COLWSNORMA-76,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-76,HU-14- Generacion del certificado de saldos e intereses correspondiente al año gravable 2021 se lleve a cabo en BBVA Net,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,,,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,martha.reyes,,,,,,,,,,,,,,Esta feature corresponde a la inicialmente  generada para el proyecto y con la cual se han venido certificando features del proyecto  SDA36929,29/04/2022,29/04/2022,,,,⬤,Test,1. A Tiempo
508,PLANEADO,E2E-103624,36929,COLWSNORMA-77,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-77,HU-15- Generacion del certificado de saldos e intereses correspondiente al año gravable 2021 se lleve a cabo en BBVA Net Cash,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,,,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,martha.reyes,,,,,,,,,,,,,,En etapa de Certificacion en sancion tecnica,25/03/2022,28/03/2022,,,,⬤,Test,1. A Tiempo
510,PLANEADO,E2E-75439,35775,COLWSNORMA-78,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-78,Proyecto Workday- Impacto en terceros,Talent & Culture,7.Otros,,Tier 1,17.Otros,5.Otros,Legacy,Baja,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,Talento & Cultura,1.Systems_Engineering,2.Proyecto,7.Otros,3.Otros,,14/03/2022,,,▶,Tiene Fecha de Replanificacion Pero No motivo en Base DS ,Unknown,2022-Q2,Customer Delivery,carlos.combita,carlos.combita,,lauracarolina.canizares,,,,,,,,,,,,,,"18/04/2022:  Se ejecuta el piloto con las altas de usuarios de Banco, Comercializadora y Externos de forma exitosa en producción.

19/04/2022:  Se avanza en las pruebas del módulo de incentivación variable de GRANNET.",18/04/2022,22/04/2022,,,,⬤,In Progress,2. Atrasado
512,PLANEADO,E2E-69853,35357,COLWSNORMA-79,,https://globaldevtools.bbva.com/jira/browse/COLWSNORMA-79,Ajuste Interfaz por terceros a base de Impuestos TBM,Finance,6.Normativos,,Tier 1,8.Normativos,1.Normativo,Hibrido,Media,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,Financiera,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q1,17/12/2021,,,▶,Cliente - Definición,Unknown,2022-Q1,Customer Delivery,alcibiades.rodriguez,carlos.combita,,martha.reyes,,,,,,,,,,,,,,13/04/2022:  Proyecto Certificado con fecha de paso a producción el 23 de abril del 2022.,13/04/2022,13/04/2022,,,,⬤,Test,1. A Tiempo
514,PLANEADO,E2E-62018,34157,COLWSPREST-1267,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-1267,SDATOOL 34157 -Malla Workload Paramétrica,Client Solutions,1.Ventas_Digitales,,Tier 1,9.Open_Market+Partnerships,2.Generación_de_Ingresos,,,Retail System,,,,,,1.Systems_Engineering,1.Mantenimiento,1.Software_Aplicativo,3.Otros,,,,,,,Unknown,2022-Q2,Customer Delivery,carlosalberto.barreto,sandra.espinosa,,sandra.espinosa,,,,,,,,,,,,,,"Buen día 

Después de la sesión de aclaración del día de hoy, estamos evaluando las soluciones.

Un saludo. ",27/04/2022,29/04/2022,,,,⬤,New,Estado New
516,PLANEADO,E2E-117781,37136,COLWSPREST-1301,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-1301,Vehiculo web - Aliados,Client Solutions,1.Ventas_Digitales,,Tier 1,17.Otros,2.Generación_de_Ingresos,,,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,1.Software_Aplicativo,1.EMC,2022-Q3,,,,,,Unknown,2022-Q3,Functional,maritza.guerrero,diegoandres.rodriguez,,diegoandres.rodriguez,,,,,,,,,,,,,,"Buenos días

Desde Operaciones - Canales de acuerdo a la sesión de entendimiento de hoy, teniendo en cuenta que se utilizará SMS OTP que ya existe para Vehículo Digital y el flujo en el canal a utilizar es el actual productivo mi participación será en pruebas de no afectación del log del canal Kt80 y mensajería SMS.",28/04/2022,28/04/2022,,,,⬤,New,Estado New
518,PLANEADO,E2E-97936,36534,COLWSPREST-265,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-265,VEHÍCULO WEB FASE 4. Selección día de pago y aplicación de nueva política de plazo para vehículos.,Client Solutions,1.Ventas_Digitales,Consumo_&_Partnerships,Tier 3,1.Catch_Up,,Ether,Media,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Customer Delivery,maritza.guerrero,Camilo Andres Aguirre Olmos,,diegoandres.rodriguez,,,,,,,,1Q,SYSTEMS, $119.999.995, $0,,,29/04/2022: Cambio desplegado de manera satisfactoria en la noche del 22/04/2022.,29/04/2022,29/04/2022,,,,⬤,Deployed,1. A Tiempo
520,PLANEADO,E2E-99533,36675,COLWSPREST-278,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-278,Diferir FNG - Ajustar Extractos mensuales,Client Solutions,5.Productos_CORE,,Tier 3,7.New_Relationship_Model,5.Otros,Ether,Baja,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,8/02/2022,,,▶,Cliente - Definición,Unknown,2022-Q2,Enabler Delivery,maritza.guerrero,maritza.guerrero,,monicaandrea.abogado,,,,,,,,,,,,,,"28/04/2022- Certificación, se estan ajustando dos errores que salieron uno de periodo de gracia y otro de cuota única, se tendrá el ajuste el lunes de la semana proxima en calidad para retomar pruebas ,  ",29/04/2022,29/04/2022,,,,⬤,Test,2. Atrasado
522,PLANEADO,E2E-98193,36548,COLWSPREST-310,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-310,ASCENSO-OPEN MARKET CONSUMO DIGITAL EMC 1. Aprobación en firme para retoma y desembolso en oficina,Client Solutions,1.Ventas_Digitales,Consumo_&_Partnerships,Tier 3,10.Plan_Ascenso,,Sin Dato,Sin dato,Retail System,,10.Plan_Ascenso,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q3,Customer Delivery,maritza.guerrero,Camilo Andres Aguirre Olmos,,sandra.espinosa,,,,,,,,,,,,,,"29/04/2022: Las definiciones técnicas del proyecto no se encuentran cerradas puesto que no se había recibido el concepto de Corporate security. Se ha enviado concepto inicial el 28/04/2022

Se ha reforzado el equipo de proyecto con desarrolladores con experiencia (ASO y Cells) y se sumará un tester en la etapa de pruebas de Qa, para mitigar impactos en los desarrollos y certificación al tratarse de un equipo nuevo.",29/04/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
524,PLANEADO,E2E-107271,37086,COLWSPREST-312,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-312,Radicación facturas en el RADIAN: Fase II Implementación Manual,Client Solutions,5.Productos_CORE,Transversal,Tier 1,17.Otros,1.Normativo,Ether,Alta,Enterprise System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,carlosalberto.barreto,milagros.lastra,,lilianavictoria.rivera,,,,,,,,1Q,SYSTEMS, $102.315.767, $0,,," 
Radicación facturas en el RADIAN: Fase II Implementación manual
 
Etapa: Construcción (Proceso legalización contrato proveedor Radian seleccionado F y M Technology) 
HU: To Verify 7/7 (Dimension) 
Casos de prueba ejecutados:     39
Casos de prueba pendientes:     58 
 
Avance:
- En proceso de certificación la parte de Dimension. - El plan de trabajo de esta fase se informará el día de hoy 22 abril.
 
LT. Milagros Lastra Jiménez.  ",22/04/2022,27/04/2022,,,,⬤,Discarded,1. A Tiempo
526,PLANEADO,E2E-75872,35832,COLWSPREST-314,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-314,Prestamos verdes marcación Operaciones Sostenibles,Client Solutions,5.Productos_CORE,Sostenibilidad,Tier 3,17.Otros,5.Otros,Sin Dato,Sin dato,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,juan.sandoval,flor.gonzalez,,judy.bernal,,,,,,,,1Q,SYSTEMS, $5.436.753, $0,,,"28/04/2022. Se avanza en pruebas de certificacion:

Con vobo: Paquetes 1, 2, y 3

En vobo: Paquete #4

En ejecución: Paquete #5",28/04/2022,28/04/2022,,,,⬤,In Progress,1. A Tiempo
528,PLANEADO,E2E-98187,36547,COLWSPREST-345,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-345,Ascenso - Plan Mayor - Release 4- Administración de stock de inventarios,Client Solutions,5.Productos_CORE,Transversal,Tier 3,10.Plan_Ascenso,,Ether,Baja,Enterprise System,,10.Plan_Ascenso,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,13/04/2022,,,▶,Proveedor,Unknown,2022-Q2,Enabler Delivery,carlosalberto.barreto,milagros.lastra,,clara.mora,,,,,,,,1Q,SYSTEMS, $227.359.362, $0,,,"Release 4 Administrar Stock de Inventarios

Avance Teórico: 97,56% Avance Real: 80,56%, Desviación: -17,01% 
**

Etapa: Certificación (Modelo sin RFP)
HU: To Verify 17/17
Casos de prueba ejecutados:  126
Casos de prueba pendientes:   51 
Avances:
-El día de hoy se envió al área Operativa y Financiera para revisión y concepto hasta el ciclo 3/6.

-Se continúa en etapa de certificación, aún con errores de software pero ya fluyendo el equipo de pruebas de mejor manera.
-Se tiene 2 puntos de seguimiento al día para destrabar impedimentos y ver avances.
 
Alerta:
- Pendiente el cierre del control solicitado por comité de CARO relacionado con el centro de pruebas.
- La fecha de instalación en producción  se replanifica debido a los issues presentados, y será informada el próximo viernes 29 abril.
**

LT. Milagros Lastra Jiménez.",25/04/2022,25/04/2022,,,,⬤,Test,1. A Tiempo
530,PLANEADO,E2E-98187,36547,COLWSPREST-347,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-347,Ascenso - Plan Mayor - Release 5 - Reportería,Client Solutions,5.Productos_CORE,Transversal,Tier 3,10.Plan_Ascenso,,Ether,Baja,Enterprise System,,10.Plan_Ascenso,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,11/05/2022,,,▶,Proveedor,Unknown,2022-Q2,Enabler Delivery,carlosalberto.barreto,milagros.lastra,,clara.mora,,,,,,,,,,,,,,"*Release 5 Reportería*
  
 Avance Teórico: 93,12% Avance Real: 46,67% Desviación: -46,45% 
Etapa: Certificación (Modelo sin RFP)
HU: WIP 4/4 
Casos de prueba ejecutados:     0 
Casos de prueba pendientes:   33 
 
Avances:
-  El software ya se encuentra desarrollado por el proveedor,  pero requiere actualización al momento de recibir los VB  de R3 y R4.
                    Alertas:
- El inicio de pruebas se dará una vez se certifique R3 y R4,  y se reciba el software actualizado.
- Pendiente el cierre del control solicitado por comité de CARO relacionado con el centro de pruebas. 
 - La fecha de instalación en producción se replanifica debido al atraso de los release anteriores, y será informada el próximo viernes 29 abril.
  
*LT. Milagros Lastra Jiménez.*",22/04/2022,25/04/2022,,,,⬤,Test,1. A Tiempo
532,PLANEADO,E2E-98187,36547,COLWSPREST-348,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-348,Ascenso - Plan Mayor - Release 6 - Web,Client Solutions,5.Productos_CORE,Transversal,Tier 3,10.Plan_Ascenso,,Ether,Baja,Enterprise System,,10.Plan_Ascenso,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,8/06/2022,,,▶,Proveedor,Unknown,2022-Q2,Enabler Delivery,carlosalberto.barreto,milagros.lastra,,clara.mora,,,,,,,,,,,,,,"Release 6 Web
 Avance Teórico: 73,34%, Avance Real: 25,79%, Desviación: -47,46% (Retraso inicio desarrollos por ajustes issues releases previos) Etapa: Construcción (Modelo sin RFP) HU: WIP 17/20 
Casos de prueba ejecutados:       0 
Casos de prueba pendientes:   134 
  
Alertas:
- Retraso en el inicio de los desarrollos por ajustes de errores en releases previos.
- Pendiente el cierre del control solicitado por comité de CARO relacionado con el centro de pruebas. - La fecha de instalación en producción se replanifica debido al atraso de los release anteriores, y será informada el próximo viernes 29 abril.
  
LT. Milagros Lastra Jiménez.
 ",22/04/2022,25/04/2022,,,,⬤,Test,1. A Tiempo
534,PLANEADO,E2E-66870,34887,COLWSPREST-386,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-386,VIVIENDA DIGITAL FASE I.5 - Asesor Externo y Asesor Banco,Client Solutions,1.Ventas_Digitales,Constructor_&_Vivienda,Tier 3,1.Catch_Up,,Sin Dato,Sin dato,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q3,Enabler Delivery,maritza.guerrero,Camilo Andres Aguirre Olmos,,liliana.marquez,,,,,,,,2Q,SYSTEMS, $170.000.000, $0,,,29/04/2022. Se ha cerrado los 3 DFT de los servicios nuevos. Desarrollos de los 2 entregables se encuentran en un 54%.,29/04/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
536,PLANEADO,E2E-66870,34887,COLWSPREST-400,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-400,VIVIENDA DIGITAL FASE II Aprobación en línea,Client Solutions,1.Ventas_Digitales,Constructor_&_Vivienda,Tier 3,1.Catch_Up,,Sin Dato,Sin dato,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q4,Customer Delivery,maritza.guerrero,Camilo Andres Aguirre Olmos,,liliana.marquez,,,,,,,,,,,,,,29/04/2022. Se ha conformado equipo de la fase 2. Se suba desarrollador host el 20 de Mayo y tester 2 de Mayo.,29/04/2022,29/04/2022,,,,⬤,Analysing,1. A Tiempo
538,PLANEADO,E2E-117445,37119,COLWSPREST-620,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-620,Vehículo - Compra Inteligente,Client Solutions,5.Productos_CORE,Consumo_&_Partnerships,Tier 1,3.Credit_Cards,,Sin Dato,Sin dato,,,,,,,,2.Proyecto,1.Software_Aplicativo,1.EMC,2023-Q3,,,,,,Unknown,2023-Q3,Customer Delivery,maritza.guerrero,maritza.guerrero,,olga.lara,,,,,,,,,,,,,,"lisetcarol.jimenez.contractor, buen día,

Se reasigna Jira a olga.lara, ya que yo no atiendo jiras tipo feature.

Cordialmente,",31/03/2022,31/03/2022,,,,⬤,New,Estado New
540,PLANEADO,E2E-59747,33846,COLWSPREST-673,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-673,Discriminación de conceptos condonados en UG,Engineering,6.Normativos,,Tier 2,8.Normativos,1.Normativo,,,Banking Applications System,,,,,,1.Systems_Engineering,,1.Software_Aplicativo,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Enabler Delivery,edwin.vargas,jorge.morales.ayala,,mariapaula.rodriguez.rangel,,,,,,,,,,,,,,Sin Comentario,,23/03/2022,,,,⬤,New,Estado New
542,PLANEADO,E2E-99533,36675,COLWSPREST-674,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-674,Diferir FNG -Redescuentos- Cuadro ManuaL,Client Solutions,5.Productos_CORE,,Tier 3,7.New_Relationship_Model,5.Otros,Ether,Baja,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,6/03/2022,,,▶,Cliente - Definición,Unknown,2022-Q3,Customer Delivery,maritza.guerrero,maritza.guerrero,,monicaandrea.abogado,,,,,,,,,,,,,,"29/04/2022- Certificación, se tienen  4 paquetes ejecutados, estan en validación por operaciones y contabilidad QA, hay dos paquetes que se esta revisando el pago anticipado porque se tiene fallida la prueba.",29/04/2022,29/04/2022,,,,⬤,Test,2. Atrasado
544,PLANEADO,E2E-99533,36675,COLWSPREST-675,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-675,Diferir FNG - Carga gasto en judiciales,Client Solutions,5.Productos_CORE,,Tier 3,7.New_Relationship_Model,5.Otros,Ether,Baja,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,29/03/2022,,,▶,Cliente - Definición,Unknown,2022-Q2,Customer Delivery,maritza.guerrero,maritza.guerrero,,monicaandrea.abogado,,,,,,,,,,,,,,"28/04/2022-  Certificación, Ya se tiene el plan de pruebas, y ya se inician ejecución de pruebas el lunes.",29/04/2022,29/04/2022,,,,⬤,Ready To Verify,2. Atrasado
546,PLANEADO,E2E-117662,37125,COLWSPREST-750,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-750,Módulo de tasa del indicador IBR,Client Solutions,2.Pymes/Empresas,Pymes,Tier 2,16.Area_Review,,,,Enterprise System,,,,16.Area_Review,,1.Systems_Engineering,2.Proyecto,1.Software_Aplicativo,3.Otros,,,,,,,Unknown,2022-Q2,Discovery,carlosalberto.barreto,david.forero.artunduaga,,lilianavictoria.rivera,,,,,,,,,,,,,,Sin Comentario,,29/04/2022,,,,⬤,New,Estado New
548,PLANEADO,E2E-117781,37136,COLWSPREST-768,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-768, Conexión Simulador Vía API Vehículo Digital,Client Solutions,1.Ventas_Digitales,,Tier 1,17.Otros,2.Generación_de_Ingresos,,,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,1.Software_Aplicativo,1.EMC,2022-Q3,,,,,,Unknown,2022-Q3,Customer Delivery,maritza.guerrero,diegoandres.rodriguez,,diegoandres.rodriguez,,,,,,,,,,,,,,"29/04/2022: Se ha realizado sesión de entendimiento con las áreas de ingeniería, pendiente recibir conceptos para realizar estimación del proyecto.",29/04/2022,29/04/2022,,,,⬤,New,Estado New
550,PLANEADO,E2E-97936,36534,COLWSPREST-786,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-786,"VEHÍCULO WEB FASE 4, Entregable cero",Client Solutions,1.Ventas_Digitales,Consumo_&_Partnerships,Tier 3,1.Catch_Up,,,,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q1,Enabler Delivery,maritza.guerrero,maritza.guerrero,,diegoandres.rodriguez,,,,,,,,,,,,,,"11/02/2022 -  INSTALADO 21/01/2022

27/01/2022: Se instalo el tema el 21/01/2022, se encuentra en postproduccion

20/01/2022: Entregable Cero fue aprobado por el comité de cambios para instalación el 21/01/2021

13/01/2022: Entregable Cero, se mantiene el plan de realizar en dos fases, fase 1(formatos de los calendarios,nombre de la empresa, cambios mejoraran funnel) en calidad se estima en produccion 21/01/2022, fase 2 (Quitar validaciones de reportes adversos,  en cells  para que se solicite registrar una informacion cuando el Servicio SOI o APL nos entrega informacion vacia) , en calidad se estima en produccion a finales de  Enero del 2022

Entregable Uno, se entregara plan a finales de Enero contando con todos los insumos requeridos

06/01/2022: Entregable Cero, se mantiene el plan de realizar en dos fases, fase 1(formatos de los calendarios,nombre de la empresa, cambios mejoraran funnel) en calidad se estima en produccion en el primer paso del 2022, fase 2 (Quitar validaciones de reportes adversos,  en cells  para que se solicite registrar una informacion cuando el Servicio SOI o APL nos entrega informacion vacia) , en calidad se estima en produccion a finales de  Enero del 2022

Entregable Uno, se entregara plan a finales de Enero contando con todos los insumos requeridos",24/03/2022,28/03/2022,,,,⬤,Deployed,2. Atrasado
552,PLANEADO,E2E-97754,36522,COLWSPREST-787,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-787,ASCENSO-LIBRANZA DIGITAL(FRONT PAGADOR)-Bancarizados,Client Solutions,1.Ventas_Digitales,Vinculación_&_Empleados,Tier 3,,,,,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q4,Customer Delivery,maritza.guerrero,Camilo Andres Aguirre Olmos,,brigitteyesenia.beltran,,,,,,,,,,,,,,"01/04/2022: El proyecto predecesor se encuentra atrasado  y se estima que finalice el 15 de Mayo, lo que impacta en un més la fecha planeada de inicio.

 ",1/04/2022,1/04/2022,,,,⬤,New,Estado New
554,PLANEADO,E2E-98287,36560,COLWSPREST-788,,https://globaldevtools.bbva.com/jira/browse/COLWSPREST-788,ASCENSO-PRICING LIBRANZA-OPEN MARKET ACTIVO,Client Solutions,1.Ventas_Digitales,Vinculación_&_Empleados,Tier 3,10.Plan_Ascenso,,Ether,Baja,Banking Applications System,,10.Plan_Ascenso,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q2,Customer Delivery,maritza.guerrero,lizethandrea.pico,,diegofernand.castro,,,,,,,,,,,,,,"29/04/2022: Se programa el paso a producción de Nacar para el 05/05/2022, se presentará en comité de cambios del 04/05/2022. El desarrollo del CAP se encuentra en calidad, hoy se inicia la ejecución de las pruebas ",29/04/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
